Type,Order/adjustment ID,Creation date,Currency,Total estimated settlement amount,Estimated Settle time,Unsettled reasons,Related order ID,Order created date,Order shipment date,Order delivery date,SKU ID,Quantity,Product name,SKU name,Net sales,Gross sales,Gross sales refund,Seller discount,Seller discount refund,Fees,TikTok Shop commission fee,Est. affiliate commission,Affiliate partner commission,Affiliate Shop Ads commission,Co-funded promotion (seller-funded),VAT,Shipping service fee,Affiliate commission deposit,Affiliate commission refund,Affiliate Partner shop ads commission,Campaign resource fee,Smart Promotion fee,Campaign service fee,Managed service plan (Per order fee),GMV Max ad fee,Shipping,TikTok Shop shipping fee,Fulfilled by TikTok Shop shipping fee,Customer-paid shipping fee,Customer-paid shipping fee refund,TikTok Shop shipping incentive,TikTok Shop shipping incentive refund,Shipping fee subsidy,Return shipping fee,Shipping fee discount,Fee for FBT free shipping,Return shipping label fee,Return shipping fee reimbursement,Adjustment amount,Adjustment reason,Related order ID,Customer payment,Customer refund,Seller co-funded voucher discount,Seller co-funded voucher discount refund,Platform discounts,Platform discounts refund,Platform co-funded voucher discounts,Platform co-funded voucher discounts refund,Customer-paid shipping fee before discounts,Seller shipping fee discount,TikTok Shop shipping fee discount to customer,Estimated chargeable package weight,Chargeable package weight,Collection methods,Delivery option,Mode of TikTok Shop shipping fee discount to customer,Order content source
Order,576955651451099542,2026/09/23,GBP,7.28,Delivered + 8 days,Waiting for package delivery,576955651451099542,2026/09/23,/,/,1729934206123809441,1,My Special Mug,Default,8,8,0,0,0,-0.72,-0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/,576955651451099542,8,0,0,0,0,0,0,0,3.99,-3.99,0,453,0,/,/,/,Product card
