Order ID,Order Status,Order Substatus,Cancelation/Return Type,Normal or Pre-order,SKU ID,Seller SKU,Product Name,Variation,Quantity,Sku Quantity of return,SKU Unit Original Price,SKU Subtotal Before Discount,SKU Platform Discount,SKU Seller Discount,SKU Subtotal After Discount,Shipping Fee After Discount,Original Shipping Fee,Shipping Fee Seller Discount,Shipping Fee Platform Discount,Taxes,Order Amount,Order Refund Amount,Created Time,Paid Time,RTH Time,Shipped Time,Delivered Time,Cancelled Time,Cancel By,Cancel Reason,Fulfillment Type,Delivery Option,Shipping Provider Name,Payment Method,Weight(kg),Product Category,Checked Status,Product Tax Amount,Product Tax Rate,Shipping Tax Amount,Shipping Tax Rate,Order Channel
576955651451099542,To ship,Awaiting Packing,,Normal,1729934206123809441,,My Special Mug,Default,1,0,GBP 8.00,GBP 8.00,GBP 0.00,GBP 0.00,GBP 8.00,GBP 0.00,GBP 3.99,GBP 3.99,GBP 0.00,GBP 0.00,GBP 8.00,,23/09/2026 16:06:19,23/09/2026 16:06:25,,,,,,,Fulfillment by seller,Standard shipping,,Apple Pay,0.453,Mugs,Unchecked,GBP 0.00,0,GBP 0.00,0,Product cards
